timestamp,source_ip,dest_ip,url,action,status_code,user_agent,threat_type
2023-06-01T10:40:00Z,192.168.0.254,188.12.114.151,https://suspicious-login.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:38:00Z,192.168.3.156,245.28.102.10,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:44:00Z,192.168.1.220,21.38.126.21,https://twitter.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T10:24:00Z,192.168.2.60,165.184.11.138,https://twitter.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T08:28:00Z,192.168.2.56,41.133.195.102,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:14:00Z,192.168.1.54,144.26.207.180,https://twitter.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:30:00Z,192.168.1.47,141.27.2.206,https://google.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T08:00:00Z,192.168.0.54,118.19.204.90,https://secure-login-error.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:52:00Z,192.168.0.206,113.39.69.141,https://dropbox.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:34:00Z,192.168.2.116,239.96.41.62,https://spyware-alert.co,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T08:40:00Z,192.168.3.47,70.244.200.237,https://google.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:12:00Z,192.168.1.114,37.90.12.10,https://twitter.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:42:00Z,192.168.0.208,130.141.31.54,https://dropbox.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T08:06:00Z,192.168.1.160,91.230.64.49,https://secure-login-error.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T11:06:00Z,192.168.2.116,187.99.232.109,https://fake-antivirus.net,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:52:00Z,192.168.0.232,173.58.215.233,https://free-vpn.io,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:14:00Z,192.168.0.38,75.89.58.123,https://fake-antivirus.net,ALLOW,200,Mozilla/5.0,-
2023-06-01T11:08:00Z,192.168.0.250,102.156.104.161,https://free-vpn.io,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T08:36:00Z,192.168.3.158,90.218.6.206,https://free-vpn.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:54:00Z,192.168.3.109,160.153.250.12,https://free-vpn.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:02:00Z,192.168.3.166,213.99.105.66,https://free-vpn.io,BLOCK,403,Mozilla/5.0,malware
2023-06-01T09:00:00Z,192.168.0.20,125.47.193.35,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:22:00Z,192.168.1.27,27.100.227.125,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:12:00Z,192.168.2.165,152.252.0.213,https://fake-antivirus.net,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:18:00Z,192.168.2.62,39.140.255.108,https://malicious-site.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T11:04:00Z,192.168.3.147,193.109.18.221,https://fake-antivirus.net,BLOCK,403,Mozilla/5.0,proxy
